GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;under 1 year;391.5;414.8;432.5;432.8;427.0;431.8;441.3;447.2;452.0;455.9;456.5
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;5 years;428.8;427.5;434.2;448.0;447.7;441.9;446.8;456.3;462.3;467.0;470.9
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;10 years;401.1;436.1;446.5;449.4;462.7;462.4;456.6;461.5;471.0;477.0;481.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;15 years;402.7;416.9;455.6;462.1;464.4;477.7;477.4;471.7;476.5;486.1;492.1
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;20 years;432.6;442.3;462.4;492.0;497.8;500.2;513.5;513.4;507.6;512.5;522.1
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;25 years;528.6;517.0;499.8;508.2;536.2;542.1;544.5;557.9;557.8;552.1;557.0
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;30 years;534.5;535.7;554.5;529.6;536.7;564.8;570.7;573.3;586.7;586.7;581.0
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;35 years;583.7;610.1;556.1;570.5;545.1;552.4;580.5;586.6;589.2;602.7;602.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;40 years;550.2;558.4;621.3;565.0;579.2;554.1;561.5;589.7;596.0;598.7;612.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;45 years;501.4;547.1;565.6;626.3;570.3;584.8;560.1;567.7;596.0;602.5;605.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;50 years;520.9;477.3;547.5;565.1;625.5;570.5;585.3;561.2;569.2;597.7;604.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;55 years;672.4;582.2;469.6;539.2;557.3;617.8;564.3;579.6;556.4;564.8;593.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;60 years;655.7;669.8;562.0;454.8;523.8;542.8;603.1;551.9;568.0;546.0;555.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;65 years;530.2;586.7;630.4;531.7;431.7;499.7;519.8;579.9;532.1;549.1;529.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;70 years;432.9;453.5;535.3;580.3;492.5;401.8;468.1;489.6;549.1;505.7;524.1
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;75 years;320.4;374.5;396.9;474.3;519.4;444.3;365.0;428.7;451.5;509.7;472.0
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;80 years;272.3;197.3;305.0;328.6;398.5;442.0;382.4;317.3;376.8;400.6;456.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;85 years;204.3;238.2;137.2;218.3;240.5;298.0;337.1;296.7;250.1;301.9;325.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;90 years;62.3;89.6;119.7;71.7;118.7;135.6;173.8;202.8;183.8;159.2;197.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;95 years;14.0;17.1;25.6;36.5;23.2;40.7;49.1;66.3;81.2;76.9;69.5
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;100 years and over;3.7;3.2;4.9;7.6;13.0;12.0;17.4;23.8;34.4;48.0;53.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Male;Total;41559.2;42147.1;42940.6;43555.5;44111.6;44613.5;45087.9;45575.8;46153.2;46869.2;47660.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;under 1 year;371.4;393.5;410.0;410.4;404.8;409.4;418.4;424.0;428.5;432.2;432.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;5 years;406.5;402.2;408.5;421.7;421.6;416.0;420.6;429.7;435.3;439.8;443.5
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;10 years;378.4;409.9;416.3;419.4;432.2;432.2;426.6;431.2;440.3;445.9;450.5
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;15 years;378.0;391.0;423.5;426.9;429.6;442.5;442.4;436.9;441.5;450.6;456.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;20 years;410.7;410.6;423.6;449.4;452.4;455.1;468.0;468.0;462.5;467.1;476.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;25 years;485.2;484.4;460.2;462.1;486.6;489.5;492.3;505.2;505.2;499.7;504.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;30 years;504.5;500.1;519.2;487.1;487.8;512.3;515.3;518.1;531.0;531.0;525.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;35 years;559.3;582.5;522.5;536.4;503.7;504.5;529.0;532.0;534.9;547.8;547.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;40 years;544.7;550.2;597.4;533.9;547.5;514.9;515.8;540.3;543.4;546.3;559.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;45 years;503.3;554.6;560.9;605.3;541.9;555.5;523.1;524.2;548.7;552.0;555.0
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;50 years;524.4;485.0;560.0;564.6;608.7;545.9;559.7;527.7;528.9;553.5;556.9
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;55 years;671.6;589.8;483.8;557.6;562.5;606.8;544.8;558.9;527.3;528.8;553.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;60 years;666.8;677.4;580.0;476.4;549.8;555.4;599.7;539.0;553.5;522.7;524.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;65 years;561.1;620.6;657.3;564.2;464.4;537.1;543.6;588.1;529.3;544.3;514.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;70 years;495.3;510.1;591.6;629.5;542.0;447.3;519.1;526.7;571.4;515.2;530.9
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;75 years;381.0;452.3;473.4;552.8;591.5;511.7;423.9;494.2;503.5;548.1;495.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;80 years;353.1;261.1;399.9;422.8;498.2;537.5;468.3;390.4;458.2;469.5;513.9
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;85 years;312.9;359.4;205.0;320.4;344.3;411.9;450.5;397.4;335.1;397.7;411.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;90 years;124.6;169.1;215.6;127.1;205.3;227.3;279.5;313.7;283.3;244.2;295.9
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;95 years;41.5;46.4;62.0;84.2;52.4;89.5;104.2;134.4;157.6;148.2;132.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;100 years and over;16.9;16.9;20.6;28.6;46.6;43.8;60.5;82.9;114.9;155.8;175.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Female;Total;42900.8;43504.6;44113.6;44533.1;44912.0;45227.0;45468.7;45665.9;45905.5;46282.2;46782.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;under 1 year;763.0;808.3;842.5;843.2;831.7;841.1;859.7;871.2;880.5;888.0;889.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;5 years;835.3;829.7;842.7;869.6;869.3;857.9;867.4;886.0;897.6;906.9;914.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;10 years;779.5;846.0;862.8;868.8;894.9;894.6;883.3;892.7;911.3;922.9;932.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;15 years;780.7;807.9;879.1;888.9;894.0;920.1;919.8;908.5;918.0;936.7;948.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;20 years;843.3;852.9;886.0;941.4;950.2;955.3;981.5;981.3;970.1;979.6;998.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;25 years;1013.9;1001.4;960.0;970.3;1022.7;1031.6;1036.8;1063.1;1062.9;1051.8;1061.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;30 years;1039.0;1035.8;1073.7;1016.7;1024.6;1077.0;1086.0;1091.4;1117.7;1117.7;1106.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;35 years;1143.0;1192.6;1078.5;1106.9;1048.8;1056.9;1109.4;1118.6;1124.1;1150.5;1150.6
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;40 years;1094.9;1108.6;1218.7;1098.9;1126.7;1069.0;1077.3;1130.0;1139.4;1145.0;1171.7
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;45 years;1004.7;1101.7;1126.5;1231.6;1112.2;1140.3;1083.2;1091.9;1144.8;1154.4;1160.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;50 years;1045.3;962.3;1107.4;1129.7;1234.2;1116.4;1145.0;1088.9;1098.0;1151.2;1161.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;55 years;1343.9;1172.0;953.4;1096.8;1119.9;1224.5;1109.1;1138.5;1083.7;1093.6;1147.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;60 years;1322.5;1347.2;1142.0;931.2;1073.6;1098.1;1202.8;1090.9;1121.4;1068.8;1079.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;65 years;1091.4;1207.4;1287.7;1095.9;896.0;1036.8;1063.4;1167.9;1061.3;1093.4;1043.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;70 years;928.2;963.6;1126.9;1209.8;1034.5;849.0;987.2;1016.4;1120.4;1020.9;1055.0
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;75 years;701.4;826.8;870.3;1027.1;1110.8;956.0;788.9;923.0;955.0;1057.9;967.8
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;80 years;625.4;458.4;704.8;751.4;896.7;979.5;850.7;707.8;835.0;870.1;970.3
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;85 years;517.2;597.6;342.2;538.6;584.8;709.9;787.6;694.1;585.3;699.6;737.4
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;90 years;186.9;258.7;335.3;198.7;324.0;362.8;453.3;516.5;467.1;403.3;493.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;95 years;55.6;63.5;87.5;120.7;75.6;130.3;153.3;200.7;238.8;225.2;202.2
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;100 years and over;20.6;20.0;25.4;36.2;59.6;55.8;77.9;106.7;149.3;203.8;229.1
BEV-VARIANTE-11;Population maximum (G3L3W3);Total;Total;84460.0;85651.7;87054.2;88088.6;89023.5;89840.5;90556.5;91241.8;92058.7;93151.5;94442.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;under 1 year;381.4;375.5;355.2;335.6;325.4;326.6;328.3;319.6;303.9;289.8;280.5
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;5 years;425.7;415.5;383.0;360.8;340.9;330.8;332.0;333.8;325.1;309.4;295.3
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;10 years;397.8;423.2;423.0;388.6;366.1;346.3;336.1;337.3;339.1;330.4;314.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;15 years;399.3;404.3;430.9;428.6;394.0;371.6;351.7;341.6;342.8;344.6;335.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;20 years;422.7;413.5;421.9;444.0;441.5;406.9;384.5;364.7;354.6;355.9;357.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;25 years;520.6;484.8;436.0;438.5;459.8;457.3;422.9;400.6;380.8;370.8;372.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;30 years;530.2;515.4;499.2;446.6;448.5;469.9;467.5;433.1;410.9;391.2;381.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;35 years;580.9;597.9;522.7;504.4;451.7;453.7;475.2;472.8;438.6;416.5;396.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;40 years;548.3;550.3;600.8;524.7;506.5;454.1;456.3;477.8;475.6;441.5;419.5
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;45 years;500.1;540.7;550.9;600.3;524.8;506.9;455.0;457.3;478.9;476.9;443.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;50 years;520.3;473.7;537.2;547.0;596.3;521.9;504.6;453.4;455.9;477.7;475.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;55 years;672.3;581.1;465.1;527.9;538.3;587.5;514.8;498.2;448.1;451.1;472.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;60 years;656.1;670.1;561.3;450.3;512.3;523.5;572.4;502.5;487.0;438.7;442.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;65 years;530.9;587.7;631.7;531.4;427.6;488.4;500.6;549.1;483.2;469.5;423.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;70 years;433.2;453.9;536.7;580.7;491.0;397.0;455.6;469.1;516.8;456.4;445.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;75 years;320.6;374.5;397.0;473.5;516.2;439.4;357.5;412.9;427.6;473.7;420.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;80 years;272.4;197.3;303.9;326.0;393.1;432.9;371.8;305.1;355.4;371.0;414.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;85 years;204.2;236.9;136.5;214.4;233.9;286.6;320.3;279.1;232.0;273.9;289.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;90 years;62.2;88.6;117.2;69.6;112.5;126.2;158.7;181.9;162.3;138.0;166.5
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;95 years;14.0;16.7;24.7;34.4;21.4;36.2;42.3;55.5;66.1;61.2;54.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;100 years and over;3.7;3.1;4.6;7.0;11.4;10.0;13.9;18.1;25.0;33.4;35.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Male;Total;41359.3;41289.4;40992.0;40461.4;39826.6;39109.7;38341.5;37552.3;36793.7;36103.4;35443.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;under 1 year;362.1;356.6;337.3;318.6;308.9;310.0;311.7;303.4;288.5;275.1;266.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;5 years;403.9;392.7;364.4;343.1;324.1;314.5;315.6;317.3;309.0;294.1;280.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;10 years;375.7;400.1;400.1;369.9;348.3;329.4;319.7;320.9;322.6;314.3;299.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;15 years;375.5;382.0;407.3;405.4;374.9;353.4;334.5;324.8;325.9;327.7;319.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;20 years;398.8;389.0;399.1;420.1;418.0;387.5;366.0;347.1;337.5;338.7;340.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;25 years;476.0;453.6;415.1;418.4;438.5;436.4;406.0;384.5;365.6;356.0;357.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;30 years;498.9;478.8;471.8;428.5;431.1;451.2;449.1;418.7;397.3;378.4;368.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;35 years;555.4;567.8;490.2;480.2;436.5;439.1;459.2;457.2;426.9;405.5;386.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;40 years;541.8;539.0;575.0;495.5;485.2;441.7;444.4;464.5;462.5;432.3;411.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;45 years;501.0;545.7;543.7;578.0;498.6;488.5;445.2;448.0;468.2;466.3;436.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;50 years;523.0;479.0;546.9;543.9;578.0;499.3;489.4;446.5;449.3;469.6;467.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;55 years;671.1;586.9;475.8;542.8;540.1;574.3;496.6;487.0;444.6;447.7;468.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;60 years;666.9;676.5;576.6;467.9;534.4;532.2;566.4;490.2;481.1;439.6;442.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;65 years;561.4;620.4;656.2;560.3;455.4;521.0;519.7;553.9;479.9;471.6;431.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;70 years;495.5;510.2;591.1;627.3;536.9;437.4;501.6;501.4;535.5;464.8;457.6
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;75 years;381.1;452.0;472.6;550.2;586.2;503.6;411.5;473.6;474.9;508.8;442.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;80 years;353.2;261.0;398.1;419.2;491.1;526.4;454.6;373.4;431.9;435.2;468.3
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;85 years;312.8;357.9;203.5;314.6;335.1;396.9;429.8;374.8;310.6;362.6;368.4
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;90 years;124.5;167.5;211.1;122.9;194.5;211.7;256.1;282.8;251.3;212.0;251.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;95 years;41.5;45.6;59.7;78.7;47.7;78.7;89.0;111.7;127.8;117.4;102.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;100 years and over;16.9;16.3;19.4;25.6;39.4;34.8;45.6;59.3;78.3;101.5;109.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Female;Total;42672.0;42643.8;42383.0;41864.9;41258.4;40556.5;39752.1;38867.1;37974.4;37163.1;36431.5
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;under 1 year;743.4;732.0;692.5;654.2;634.3;636.6;640.1;623.1;592.4;565.0;546.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;5 years;829.6;808.2;747.4;703.9;665.0;645.2;647.5;651.1;634.1;603.5;576.0
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;10 years;773.5;823.3;823.0;758.4;714.5;675.6;655.9;658.2;661.7;644.7;614.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;15 years;774.8;786.3;838.2;834.0;768.9;725.0;686.2;666.4;668.7;672.3;655.3
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;20 years;821.5;802.5;821.0;864.2;859.4;794.5;750.6;711.9;692.2;694.5;698.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;25 years;996.6;938.4;851.1;856.9;898.3;893.7;828.9;785.1;746.5;726.8;729.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;30 years;1029.1;994.2;971.0;875.1;879.6;921.1;916.6;851.8;808.2;769.7;750.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;35 years;1136.3;1165.7;1013.0;984.6;888.3;892.8;934.4;930.0;865.5;822.0;783.6
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;40 years;1090.1;1089.2;1175.8;1020.2;991.7;895.9;900.6;942.3;938.1;873.9;830.6
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;45 years;1001.1;1086.4;1094.5;1178.3;1023.4;995.4;900.3;905.3;947.1;943.2;879.3
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;50 years;1043.3;952.6;1084.0;1090.9;1174.3;1021.3;993.9;899.9;905.3;947.2;943.7
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;55 years;1343.4;1168.1;940.9;1070.8;1078.4;1161.8;1011.4;985.2;892.8;898.8;940.9
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;60 years;1323.0;1346.6;1137.9;918.2;1046.7;1055.7;1138.8;992.7;968.2;878.4;885.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;65 years;1092.3;1208.1;1287.8;1091.7;883.0;1009.4;1020.2;1103.0;963.1;941.1;855.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;70 years;928.7;964.1;1127.9;1208.0;1028.0;834.3;957.2;970.5;1052.3;921.2;902.6
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;75 years;701.8;826.5;869.6;1023.7;1102.4;943.0;769.0;886.5;902.5;982.5;863.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;80 years;625.6;458.3;702.0;745.2;884.2;959.2;826.5;678.4;787.4;806.2;882.5
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;85 years;517.0;594.8;340.0;529.0;569.0;683.5;750.2;653.9;542.6;636.5;657.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;90 years;186.8;256.1;328.3;192.4;307.0;337.9;414.8;464.8;413.6;349.9;418.2
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;95 years;55.5;62.3;84.4;113.1;69.1;114.9;131.3;167.2;193.9;178.6;156.1
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;100 years and over;20.5;19.4;24.0;32.6;50.8;44.8;59.5;77.3;103.3;134.8;144.8
BEV-VARIANTE-12;Low birth rate,mod. life exp.,low mig.bal.(G1L2W1);Total;Total;84031.4;83933.2;83375.0;82326.3;81085.0;79666.2;78093.5;76419.4;74768.1;73266.5;71874.9
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;under 1 year;385.7;388.5;379.5;360.8;349.9;351.6;355.2;350.1;339.6;328.8;320.1
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;5 years;425.7;415.5;396.0;385.1;366.1;355.2;357.0;360.6;355.5;345.0;334.2
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;10 years;397.8;423.2;422.9;401.6;390.4;371.4;360.6;362.3;365.9;360.8;350.3
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;15 years;399.2;404.3;430.9;428.6;407.0;395.8;376.9;366.0;367.8;371.4;366.3
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;20 years;422.7;413.5;421.9;444.0;441.4;419.8;408.7;389.8;379.0;380.8;384.4
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;25 years;520.6;484.7;436.0;438.4;459.7;457.2;435.7;424.6;405.8;395.0;396.8
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;30 years;530.2;515.4;499.2;446.5;448.4;469.7;467.2;445.8;434.8;416.0;405.4
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;35 years;580.9;597.9;522.7;504.3;451.5;453.5;474.8;472.4;451.1;440.2;421.5
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;40 years;548.3;550.2;600.7;524.6;506.2;453.8;455.9;477.3;475.0;453.9;443.1
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;45 years;500.1;540.6;550.7;600.0;524.4;506.4;454.5;456.7;478.2;476.0;455.1
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;50 years;520.2;473.5;536.9;546.5;595.5;521.1;503.5;452.3;454.7;476.3;474.4
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;55 years;672.3;580.8;464.6;527.0;537.0;585.7;512.9;496.1;446.0;448.7;470.3
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;60 years;656.0;669.4;560.3;448.9;510.1;520.6;568.6;498.6;482.8;434.6;437.7
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;65 years;530.8;586.9;629.8;528.7;424.6;483.8;494.9;541.9;476.1;462.0;416.5
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;70 years;433.1;452.9;534.3;576.3;485.5;391.1;447.5;459.3;504.6;444.6;432.6
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;75 years;320.5;373.3;394.2;468.0;507.4;429.4;347.4;399.3;411.7;454.2;401.7
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;80 years;272.2;196.4;300.7;320.1;382.6;417.5;355.5;289.2;334.4;346.7;384.7
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;85 years;203.9;234.9;134.3;208.3;224.0;270.6;298.1;256.2;210.3;245.4;256.6
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;90 years;62.1;87.2;114.1;66.4;105.1;115.0;141.4;158.5;138.4;115.4;136.8
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;95 years;14.0;16.3;23.7;32.1;19.2;31.4;35.4;44.8;51.7;46.4;39.7
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;100 years and over;3.7;3.0;4.4;6.4;9.9;8.2;10.7;13.2;17.3;22.0;22.4
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Male;Total;41357.0;41277.2;41032.5;40553.2;39945.0;39242.7;38498.1;37762.5;37098.7;36525.6;35979.3
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Female;under 1 year;366.2;368.9;360.4;342.6;332.3;333.9;337.2;332.4;322.4;312.2;303.9
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Female;5 years;403.9;392.7;376.7;366.1;348.1;337.7;339.3;342.7;337.9;327.9;317.7
BEV-VARIANTE-13;Low life expectancy a. migration balance (G2L1W1);Female;10 years;375.7;400.1;400.1;382.2;371.4;353.3;343.0;344.6;348.0;343.2;333.2
